cusip,issueDate,securityType,securityTerm,auctionDateYear,issueDate,maturityDate,datedDate,maturingDate,auctionFormat,closingTimeCompetitive,offeringAmount,allocationPercentage,totalTendered,totalAccepted,bidToCoverRatio,interestRate,highYield,lowYield,averageMedianYield,highDiscountRate,lowDiscountRate,highInvestmentRate,lowInvestmentRate,highPrice,lowPrice,pricePer100,updatedTimestamp
912795DX6,2000-02-24T00:00:00,Bill,13-Week,2000,2000-02-24T00:00:00,2000-05-25T00:00:00,,2000-02-24T00:00:00,Single-Price,,9000000000,82.000000,27794039000,13183629000,2.750000,,,,,5.640000,5.550000,5.818000,,98.574,0.000,98.574,2013-12-12T14:22:36
912795EX5,2000-02-24T00:00:00,Bill,26-Week,2000,2000-02-24T00:00:00,2000-08-24T00:00:00,,2000-02-24T00:00:00,Single-Price,,8000000000,77.000000,26090327000,11943327000,3.830000,,,,,5.765000,5.660000,6.038000,,97.085,0.000,97.085,2013-12-12T14:22:36
912795DT5,2000-02-18T00:00:00,Bill,69-Day,2000,2000-02-18T00:00:00,2000-04-27T00:00:00,,,Single-Price,,30000000000,45.000000,56198420000,30005920000,1.870000,,,,,5.700000,5.620000,5.860000,,98.908,0.000,98.908,2013-12-12T14:22:36
912795DW8,2000-02-17T00:00:00,Bill,13-Week,2000,2000-02-17T00:00:00,2000-05-18T00:00:00,,2000-02-17T00:00:00,Single-Price,,9000000000,15.000000,30263979000,13519992000,2.920000,,,,,5.510000,5.430000,5.682000,,98.607,0.000,98.607,2013-12-12T14:22:36
912795EE7,2000-02-17T00:00:00,Bill,26-Week,2000,2000-02-17T00:00:00,2000-08-17T00:00:00,,2000-02-17T00:00:00,Single-Price,,8000000000,68.000000,26375889000,11813912000,3.560000,,,,,5.760000,5.680000,6.032000,,97.088,0.000,97.088,2013-12-12T14:22:36
912810FM5,2000-02-15T00:00:00,Bond,30-Year 3-Month,2000,2000-02-15T00:00:00,2030-05-15T00:00:00,1999-11-15T00:00:00,2000-02-15T00:00:00,Single-Price,,10000000000,51.000000,14526724000,11271239000,1.330000,6.250000,6.3400,6.100000,6.207000,,,,,98.771,0.000,98.771,2013-12-12T14:22:36
9128275Z1,2000-02-15T00:00:00,Note,10-Year,2000,2000-02-15T00:00:00,2010-02-15T00:00:00,2000-02-15T00:00:00,2000-02-15T00:00:00,Single-Price,,10000000000,49.000000,16782373000,12270123000,1.450000,6.500000,6.5400,6.390000,6.465000,,,,,99.710,0.000,99.710,2024-01-09T10:27:07
9128275S7,2000-02-15T00:00:00,Note,4-Year 9-Month,2000,2000-02-15T00:00:00,2004-11-15T00:00:00,1999-11-15T00:00:00,2000-02-15T00:00:00,Single-Price,,12000000000,98.000000,25052043000,14230043000,1.900000,5.875000,6.7410,6.650000,6.710000,,,,,96.505,0.000,96.505,2013-12-12T14:22:36
912795DV0,2000-02-10T00:00:00,Bill,13-Week,2000,2000-02-10T00:00:00,2000-05-11T00:00:00,,2000-02-10T00:00:00,Single-Price,,9000000000,81.000000,30648180000,13555340000,2.950000,,,,,5.545000,5.470000,5.719000,,98.598,0.000,98.598,2013-12-12T14:22:36
912795EW7,2000-02-10T00:00:00,Bill,26-Week,2000,2000-02-10T00:00:00,2000-08-10T00:00:00,,2000-02-10T00:00:00,Single-Price,,8000000000,75.000000,27475831000,11970181000,4.100000,,,,,5.770000,5.670000,6.042000,,97.083,0.000,97.083,2013-12-12T14:22:36
912795FR7,2000-02-03T00:00:00,Bill,52-Week,2000,2000-02-03T00:00:00,2001-02-01T00:00:00,,2000-02-03T00:00:00,Single-Price,,10000000000,99.000000,30068184000,16224184000,2.630000,,,,,5.905000,5.840000,6.287000,,94.029,0.000,94.029,2013-12-12T14:22:36
912795DU2,2000-02-03T00:00:00,Bill,13-Week,2000,2000-02-03T00:00:00,2000-05-04T00:00:00,,2000-02-03T00:00:00,Single-Price,,7500000000,71.000000,30205838000,12551458000,3.610000,,,,,5.560000,5.470000,5.731000,,98.595,0.000,98.595,2013-12-12T14:22:36
912795EV9,2000-02-03T00:00:00,Bill,26-Week,2000,2000-02-03T00:00:00,2000-08-03T00:00:00,,2000-02-03T00:00:00,Single-Price,,6500000000,28.000000,24987918000,10585918000,5.110000,,,,,5.705000,5.600000,5.972000,,97.116,0.000,97.116,2013-12-12T14:22:36
9128275X6,2000-01-31T00:00:00,Note,2-Year,2000,2000-01-31T00:00:00,2002-01-31T00:00:00,2000-01-31T00:00:00,2000-01-31T00:00:00,Single-Price,,14000000000,28.000000,33731087000,19346847000,2.030000,6.375000,6.4340,6.350000,6.417000,,,,,99.891,0.000,99.891,2024-01-09T10:27:07
912795DT5,2000-01-27T00:00:00,Bill,13-Week,2000,2000-01-27T00:00:00,2000-04-27T00:00:00,,2000-01-27T00:00:00,Single-Price,,7500000000,49.000000,28431775000,12165025000,3.320000,,,,,5.385000,5.280000,5.549000,,98.639,0.000,98.639,2013-12-12T14:22:36
912795EU1,2000-01-27T00:00:00,Bill,26-Week,2000,2000-01-27T00:00:00,2000-07-27T00:00:00,,2000-01-27T00:00:00,Single-Price,,6500000000,23.000000,25638388000,9691888000,5.550000,,,,,5.520000,5.450000,5.774000,,97.209,0.000,97.209,2013-12-12T14:22:36
912795DS7,2000-01-20T00:00:00,Bill,13-Week,2000,2000-01-20T00:00:00,2000-04-20T00:00:00,,2000-01-20T00:00:00,Single-Price,,7500000000,76.000000,25268061000,11778061000,2.880000,,,,,5.350000,5.230000,5.512000,,98.648,0.000,98.648,2013-12-12T14:22:36
912795ED9,2000-01-20T00:00:00,Bill,26-Week,2000,2000-01-20T00:00:00,2000-07-20T00:00:00,,2000-01-20T00:00:00,Single-Price,,6500000000,11.000000,25031586000,9786344000,4.930000,,,,,5.535000,5.440000,5.789000,,97.202,0.000,97.202,2013-12-12T14:22:36
9128275W8,2000-01-18T00:00:00,Note,10-Year,2000,2000-01-18T00:00:00,2010-01-15T00:00:00,2000-01-15T00:00:00,,Single-Price,,6000000000,30.000000,18740421000,6316921000,3.070000,4.250000,4.3380,4.200000,4.300000,,,,,99.298,0.000,99.298,2013-12-12T14:22:36
912795DR9,2000-01-13T00:00:00,Bill,13-Week,2000,2000-01-13T00:00:00,2000-04-13T00:00:00,,2000-01-13T00:00:00,Single-Price,,7500000000,64.000000,31067423000,12465423000,3.500000,,,,,5.235000,5.150000,5.392000,,98.677,0.000,98.677,2013-12-12T14:22:36
912795ET4,2000-01-13T00:00:00,Bill,26-Week,2000,2000-01-13T00:00:00,2000-07-13T00:00:00,,2000-01-13T00:00:00,Single-Price,,6500000000,9.000000,26262057000,10240307000,5.350000,,,,,5.420000,5.320000,5.665000,,97.260,0.000,97.260,2013-12-12T14:22:36
912795ES6,2000-01-06T00:00:00,Bill,52-Week,2000,2000-01-06T00:00:00,2001-01-04T00:00:00,,2000-01-06T00:00:00,Single-Price,,10000000000,72.000000,30491466000,14940866000,2.800000,,,,,5.645000,5.550000,5.997000,,94.292,0.000,94.292,2013-12-12T14:22:36
912795DQ1,2000-01-06T00:00:00,Bill,13-Week,2000,2000-01-06T00:00:00,2000-04-06T00:00:00,,2000-01-06T00:00:00,Single-Price,,8000000000,90.000000,30529102000,12571648000,3.260000,,,,,5.360000,5.300000,5.525000,,98.645,0.000,98.645,2013-12-12T14:22:36
912795ER8,2000-01-06T00:00:00,Bill,26-Week,2000,2000-01-06T00:00:00,2000-07-06T00:00:00,,2000-01-06T00:00:00,Single-Price,,7000000000,26.000000,25055163000,10452663000,4.330000,,,,,5.585000,5.470000,5.844000,,97.176,0.000,97.176,2013-12-12T14:22:36
912795DP3,1999-12-30T00:00:00,Bill,13-Week,1999,1999-12-30T00:00:00,2000-03-30T00:00:00,,1999-12-30T00:00:00,Single-Price,,9000000000,61.000000,30706652000,12768752000,3.060000,,,,,5.300000,5.240000,5.463000,,98.660,0.000,98.660,2013-12-12T14:22:36
912795EC1,1999-12-30T00:00:00,Bill,26-Week,1999,1999-12-30T00:00:00,2000-06-29T00:00:00,,1999-12-30T00:00:00,Single-Price,,8000000000,94.000000,24763261000,11672261000,3.020000,,,,,5.505000,5.400000,5.757000,,97.217,0.000,97.217,2013-12-12T14:22:36
9128272E1,1999-12-31T00:00:00,Note,2-Year,1999,1999-12-31T00:00:00,2001-12-31T00:00:00,1999-12-31T00:00:00,1999-12-31T00:00:00,Single-Price,,15000000000,19.000000,33634006000,17176006000,2.100000,6.125000,6.2330,6.142000,6.207000,,,,,99.800,0.000,99.800,2024-01-09T10:27:07
912795DN8,1999-12-23T00:00:00,Bill,13-Week,1999,1999-12-23T00:00:00,2000-03-23T00:00:00,,1999-12-23T00:00:00,Single-Price,,9000000000,31.000000,26412910000,12589260000,2.570000,,,,,5.400000,5.330000,5.566000,,98.635,0.000,98.635,2013-12-12T14:22:36
912795EB3,1999-12-23T00:00:00,Bill,26-Week,1999,1999-12-23T00:00:00,2000-06-22T00:00:00,,1999-12-23T00:00:00,Single-Price,,8000000000,22.000000,26550460000,11167560000,3.460000,,,,,5.600000,5.520000,5.859000,,97.169,0.000,97.169,2013-12-12T14:22:36
912795DC2,1999-12-21T00:00:00,Bill,23-Day,1999,1999-12-21T00:00:00,2000-01-13T00:00:00,,,Single-Price,,10000000000,67.000000,27896000000,10004000000,2.790000,,,,,5.440000,5.350000,5.560000,,99.652,0.000,99.652,2013-12-12T14:22:36
912795DM0,1999-12-16T00:00:00,Bill,13-Week,1999,1999-12-16T00:00:00,2000-03-16T00:00:00,,1999-12-16T00:00:00,Single-Price,,9000000000,55.000000,32128968000,12731468000,3.230000,,,,,5.210000,5.120000,5.368000,,98.683,0.000,98.683,2013-12-12T14:22:36
912795EA5,1999-12-16T00:00:00,Bill,26-Week,1999,1999-12-16T00:00:00,2000-06-15T00:00:00,,1999-12-16T00:00:00,Single-Price,,8000000000,58.000000,27532147000,11698147000,3.460000,,,,,5.410000,5.290000,5.655000,,97.265,0.000,97.265,2013-12-12T14:22:36
912795EJ6,1999-12-09T00:00:00,Bill,52-Week,1999,1999-12-09T00:00:00,2000-12-07T00:00:00,,1999-12-09T00:00:00,Single-Price,,10000000000,87.000000,35597165000,14815325000,3.210000,,,,,5.350000,5.260000,5.670000,,94.591,0.000,94.591,2013-12-12T14:22:36
912795DL2,1999-12-09T00:00:00,Bill,13-Week,1999,1999-12-09T00:00:00,2000-03-09T00:00:00,,1999-12-09T00:00:00,Single-Price,,9000000000,64.000000,32490162000,13344324000,3.190000,,,,,5.050000,4.980000,5.203000,,98.723,0.000,98.723,2013-12-12T14:22:36
912795DZ1,1999-12-09T00:00:00,Bill,26-Week,1999,1999-12-09T00:00:00,2000-06-08T00:00:00,,1999-12-09T00:00:00,Single-Price,,8000000000,74.000000,28212841000,11862041000,3.500000,,,,,5.290000,5.250000,5.525000,,97.326,0.000,97.326,2013-12-12T14:22:36
912795DC2,1999-12-01T00:00:00,Bill,43-Day,1999,1999-12-01T00:00:00,2000-01-13T00:00:00,,,Single-Price,,28000000000,33.000000,70934000000,28005500000,2.530000,,,,,5.300000,5.230000,5.420000,,99.367,0.000,99.367,2013-12-12T14:22:36
912795DK4,1999-12-02T00:00:00,Bill,13-Week,1999,1999-12-02T00:00:00,2000-03-02T00:00:00,,1999-12-02T00:00:00,Single-Price,,9000000000,10.000000,30698461000,13068561000,3.000000,,,,,5.200000,5.090000,5.355000,,98.686,0.000,98.686,2013-12-12T14:22:36
912795DY4,1999-12-02T00:00:00,Bill,26-Week,1999,1999-12-02T00:00:00,2000-06-01T00:00:00,,1999-12-02T00:00:00,Single-Price,,8000000000,63.000000,32430533000,12367741000,4.640000,,,,,5.330000,5.240000,5.570000,,97.305,0.000,97.305,2013-12-12T14:22:36
9128272C5,1999-11-30T00:00:00,Note,2-Year,1999,1999-11-30T00:00:00,2001-11-30T00:00:00,1999-11-30T00:00:00,1999-11-30T00:00:00,Single-Price,,15000000000,34.000000,41330776000,19445775000,2.460000,5.875000,5.9460,5.864000,5.935000,,,,,99.868,0.000,99.868,2024-01-09T10:27:07
912795DJ7,1999-11-26T00:00:00,Bill,13-Week,1999,1999-11-26T00:00:00,2000-02-24T00:00:00,,1999-11-26T00:00:00,Single-Price,,9000000000,98.000000,28771341000,13154956000,2.860000,,,,,5.105000,5.010000,5.256000,,98.724,0.000,98.724,2013-12-12T14:22:36
912795DX6,1999-11-26T00:00:00,Bill,26-Week,1999,1999-11-26T00:00:00,2000-05-25T00:00:00,,1999-11-26T00:00:00,Single-Price,,8000000000,84.000000,25881234000,11640034000,3.630000,,,,,5.235000,5.130000,5.466000,,97.368,0.000,97.368,2013-12-12T14:22:36
912795DH1,1999-11-18T00:00:00,Bill,13-Week,1999,1999-11-18T00:00:00,2000-02-17T00:00:00,,1999-11-18T00:00:00,Single-Price,,9000000000,70.000000,29235022000,13244584000,2.830000,,,,,5.115000,5.030000,5.269000,,98.707,0.000,98.707,2013-12-12T14:22:36
912795DW8,1999-11-18T00:00:00,Bill,26-Week,1999,1999-11-18T00:00:00,2000-05-18T00:00:00,,1999-11-18T00:00:00,Single-Price,,8000000000,91.000000,32120495000,11953135000,4.550000,,,,,5.215000,5.130000,5.444000,,97.364,0.000,97.364,2013-12-12T14:22:36
912795DD0,1999-11-15T00:00:00,Bill,66-Day,1999,1999-11-15T00:00:00,2000-01-20T00:00:00,,,Single-Price,,16000000000,73.000000,35935435000,16042385000,2.240000,,,,,5.170000,5.070000,5.310000,,99.052,0.000,99.052,2013-12-12T14:22:36
9128275N8,1999-11-15T00:00:00,Note,9-Year 9-Month,1999,1999-11-15T00:00:00,2009-08-15T00:00:00,1999-08-15T00:00:00,1999-11-15T00:00:00,Single-Price,,10000000000,8.000000,27494213000,12639913000,2.480000,6.000000,6.0070,5.910000,5.990000,,,,,99.927,0.000,99.927,2013-12-12T14:22:36
9128275S7,1999-11-15T00:00:00,Note,5-Year,1999,1999-11-15T00:00:00,2004-11-15T00:00:00,1999-11-15T00:00:00,1999-11-15T00:00:00,Single-Price,,15000000000,90.000000,31160228000,18390728000,1.850000,5.875000,5.8880,5.810000,5.870000,,,,,99.944,0.000,99.944,2024-01-09T10:27:07
912795EH0,1999-11-12T00:00:00,Bill,52-Week,1999,1999-11-12T00:00:00,2000-11-09T00:00:00,,1999-11-12T00:00:00,Single-Price,,10000000000,45.000000,35052675000,15448425000,3.150000,,,,,5.170000,5.080000,5.471000,,94.787,0.000,94.787,2013-12-12T14:22:36
912795DG3,1999-11-12T00:00:00,Bill,13-Week,1999,1999-11-12T00:00:00,2000-02-10T00:00:00,,1999-11-12T00:00:00,Single-Price,,10000000000,18.000000,30537131000,14563631000,2.630000,,,,,5.030000,4.950000,5.177000,,98.743,0.000,98.743,2013-12-12T14:22:36
912795DV0,1999-11-12T00:00:00,Bill,26-Week,1999,1999-11-12T00:00:00,2000-05-11T00:00:00,,1999-11-12T00:00:00,Single-Price,,8000000000,30.000000,31494751000,11666529000,4.720000,,,,,5.120000,5.030000,5.342000,,97.426,0.000,97.426,2013-12-12T14:22:36
912795DF5,1999-11-04T00:00:00,Bill,13-Week,1999,1999-11-04T00:00:00,2000-02-03T00:00:00,,1999-11-04T00:00:00,Single-Price,,10000000000,47.000000,32591060000,14572060000,2.870000,,,,,4.995000,4.900000,5.145000,,98.737,0.000,98.737,2013-12-12T14:22:36
912795DU2,1999-11-04T00:00:00,Bill,26-Week,1999,1999-11-04T00:00:00,2000-05-04T00:00:00,,1999-11-04T00:00:00,Single-Price,,8000000000,71.000000,31553506000,13066313000,4.120000,,,,,5.090000,5.000000,5.311000,,97.427,0.000,97.427,2013-12-12T14:22:36
9128275R9,1999-11-01T00:00:00,Note,2-Year,1999,1999-11-01T00:00:00,2001-10-31T00:00:00,1999-10-31T00:00:00,1999-10-31T00:00:00,Single-Price,,15000000000,40.000000,44526986000,19187385000,2.690000,5.875000,5.9350,5.881000,5.920000,,,,,99.888,0.000,99.888,2013-12-12T14:22:36
912795DE8,1999-10-28T00:00:00,Bill,13-Week,1999,1999-10-28T00:00:00,2000-01-27T00:00:00,,1999-10-28T00:00:00,Single-Price,,10000000000,65.000000,31587200000,14277200000,2.910000,,,,,4.995000,4.950000,5.145000,,98.737,0.000,98.737,2013-12-12T14:22:36
912795DT5,1999-10-28T00:00:00,Bill,26-Week,1999,1999-10-28T00:00:00,2000-04-27T00:00:00,,1999-10-28T00:00:00,Single-Price,,8000000000,61.000000,28070910000,11084969000,4.170000,,,,,5.115000,5.060000,5.338000,,97.414,0.000,97.414,2013-12-12T14:22:36
912795DD0,1999-10-21T00:00:00,Bill,13-Week,1999,1999-10-21T00:00:00,2000-01-20T00:00:00,,1999-10-21T00:00:00,Single-Price,,9000000000,68.000000,30120316000,12913916000,2.960000,,,,,4.990000,4.890000,5.136000,,98.739,0.000,98.739,2013-12-12T14:22:36
912795DS7,1999-10-21T00:00:00,Bill,26-Week,1999,1999-10-21T00:00:00,2000-04-20T00:00:00,,1999-10-21T00:00:00,Single-Price,,8000000000,39.000000,27335164000,12195914000,3.970000,,,,,5.000000,4.890000,5.216000,,97.472,0.000,97.472,2013-12-12T14:22:36
912795EG2,1999-10-14T00:00:00,Bill,52-Week,1999,1999-10-14T00:00:00,2000-10-12T00:00:00,,1999-10-14T00:00:00,Single-Price,,10000000000,10.000000,30201667000,16734077000,,,,,,5.115000,5.000000,5.411000,,94.828,0.000,94.828,2013-12-12T14:22:36
912795DC2,1999-10-14T00:00:00,Bill,13-Week,1999,1999-10-14T00:00:00,2000-01-13T00:00:00,,1999-10-14T00:00:00,Single-Price,,9000000000,28.000000,27447837000,13784837000,,,,,,4.780000,4.670000,4.918000,,98.792,0.000,98.792,2013-12-12T14:22:36
912795DR9,1999-10-14T00:00:00,Bill,26-Week,1999,1999-10-14T00:00:00,2000-04-13T00:00:00,,1999-10-14T00:00:00,Single-Price,,8000000000,19.000000,27951246000,11965496000,,,,,,4.930000,4.820000,5.139000,,97.508,0.000,97.508,2013-12-12T14:22:36
912810FH6,1999-10-15T00:00:00,Bond,29-Year 6-Month,1999,1999-10-15T00:00:00,2029-04-15T00:00:00,1999-10-15T00:00:00,,Single-Price,,7000000000,70.000000,13835519000,7368469000,,3.875000,4.1380,4.000000,4.069000,,,,,96.989,0.000,96.989,2024-01-09T10:27:07
912795DB4,1999-10-07T00:00:00,Bill,13-Week,1999,1999-10-07T00:00:00,2000-01-06T00:00:00,,1999-10-07T00:00:00,Single-Price,,8500000000,84.000000,29381529000,12430629000,,,,,,4.730000,4.630000,4.869000,,98.804,0.000,98.804,2013-12-12T14:22:36
912795DQ1,1999-10-07T00:00:00,Bill,26-Week,1999,1999-10-07T00:00:00,2000-04-06T00:00:00,,1999-10-07T00:00:00,Single-Price,,7500000000,44.000000,28577944000,11938144000,,,,,,4.870000,4.770000,5.076000,,97.538,0.000,97.538,2013-12-12T14:22:36
9128275Q1,1999-09-30T00:00:00,Note,2-Year,1999,1999-09-30T00:00:00,2001-09-30T00:00:00,1999-09-30T00:00:00,1999-09-30T00:00:00,Single-Price,,15000000000,58.000000,35304183000,18782508000,,5.625000,5.6650,5.570000,5.649000,,,,,99.925,0.000,99.925,2024-01-09T10:27:07
912795DA6,1999-09-30T00:00:00,Bill,13-Week,1999,1999-09-30T00:00:00,1999-12-30T00:00:00,,1999-09-30T00:00:00,Single-Price,,6500000000,8.000000,26570103000,10303988000,,,,,,4.720000,4.650000,4.856000,,98.807,0.000,98.807,2013-12-12T14:22:36
912795DP3,1999-09-30T00:00:00,Bill,26-Week,1999,1999-09-30T00:00:00,2000-03-30T00:00:00,,1999-09-30T00:00:00,Single-Price,,7500000000,82.000000,28185159000,11181559000,,,,,,4.810000,4.730000,5.013000,,97.568,0.000,97.568,2013-12-12T14:22:36
912795CZ2,1999-09-23T00:00:00,Bill,13-Week,1999,1999-09-23T00:00:00,1999-12-23T00:00:00,,1999-09-23T00:00:00,Single-Price,,6500000000,27.000000,25208070000,9838570000,,,,,,4.660000,4.610000,4.794000,,98.822,0.000,98.822,2013-12-12T14:22:36
912795DN8,1999-09-23T00:00:00,Bill,26-Week,1999,1999-09-23T00:00:00,2000-03-23T00:00:00,,1999-09-23T00:00:00,Single-Price,,7500000000,87.000000,29096404000,11437204000,,,,,,4.890000,4.850000,5.097000,,97.528,0.000,97.528,2013-12-12T14:22:36
912795EF4,1999-09-16T00:00:00,Bill,52-Week,1999,1999-09-16T00:00:00,2000-09-14T00:00:00,,1999-09-16T00:00:00,Single-Price,,10000000000,41.000000,34215735000,15540235000,,,,,,5.000000,4.900000,5.285000,,94.944,0.000,94.944,2013-12-12T14:22:36
912795CY5,1999-09-16T00:00:00,Bill,13-Week,1999,1999-09-16T00:00:00,1999-12-16T00:00:00,,1999-09-16T00:00:00,Single-Price,,6500000000,3.000000,27582389000,10165239000,,,,,,4.660000,4.500000,4.794000,,98.822,0.000,98.822,2013-12-12T14:22:36
912795DM0,1999-09-16T00:00:00,Bill,26-Week,1999,1999-09-16T00:00:00,2000-03-16T00:00:00,,1999-09-16T00:00:00,Single-Price,,7500000000,64.000000,28329904000,11380904000,,,,,,4.925000,4.830000,5.135000,,97.510,0.000,97.510,2013-12-12T14:22:36
912795CE9,1999-09-09T00:00:00,Bill,13-Week,1999,1999-09-09T00:00:00,1999-12-09T00:00:00,,1999-09-09T00:00:00,Single-Price,,6500000000,67.000000,29317225000,10373518000,,,,,,4.720000,4.630000,4.856000,,98.807,0.000,98.807,2013-12-12T14:22:36
912795DL2,1999-09-09T00:00:00,Bill,26-Week,1999,1999-09-09T00:00:00,2000-03-09T00:00:00,,1999-09-09T00:00:00,Single-Price,,7500000000,39.000000,27848204000,11864600000,,,,,,4.950000,4.850000,5.161000,,97.498,0.000,97.498,2013-12-12T14:22:36
912795CX7,1999-09-02T00:00:00,Bill,13-Week,1999,1999-09-02T00:00:00,1999-12-02T00:00:00,,1999-09-02T00:00:00,Single-Price,,7500000000,5.000000,28013656000,11462156000,,,,,,4.875000,4.820000,5.017000,,98.768,0.000,98.768,2013-12-12T14:22:36
912795DK4,1999-09-02T00:00:00,Bill,26-Week,1999,1999-09-02T00:00:00,2000-03-02T00:00:00,,1999-09-02T00:00:00,Single-Price,,7500000000,83.000000,27327100000,12040550000,,,,,,4.990000,4.940000,5.205000,,97.477,0.000,97.477,2013-12-12T14:22:36
912795GW5,1999-08-31T00:00:00,Bill,15-Day,1999,1999-08-31T00:00:00,1999-09-15T00:00:00,,,Single-Price,,33000000000,93.000000,99360000000,33011100000,,,,,,5.180000,5.100000,5.280000,,99.784,0.000,99.784,2013-12-12T14:22:36
9128275P3,1999-08-31T00:00:00,Note,2-Year,1999,1999-08-31T00:00:00,2001-08-31T00:00:00,1999-08-31T00:00:00,1999-08-31T00:00:00,Single-Price,,15000000000,54.000000,33094922000,20106327000,,5.500000,5.5570,5.479000,5.527000,,,,,99.893,0.000,99.893,2024-01-09T10:27:07
912795CW9,1999-08-26T00:00:00,Bill,13-Week,1999,1999-08-26T00:00:00,1999-11-26T00:00:00,,1999-08-26T00:00:00,Single-Price,,7500000000,62.000000,22509424000,11440924000,,,,,,4.850000,4.780000,4.991000,,98.761,0.000,98.761,2013-12-12T14:22:36
912795DJ7,1999-08-26T00:00:00,Bill,26-Week,1999,1999-08-26T00:00:00,2000-02-24T00:00:00,,1999-08-26T00:00:00,Single-Price,,7500000000,93.000000,24318662000,11372412000,,,,,,4.950000,4.870000,5.161000,,97.498,0.000,97.498,2013-12-12T14:22:36
912795EE7,1999-08-19T00:00:00,Bill,52-Week,1999,1999-08-19T00:00:00,2000-08-17T00:00:00,,1999-08-19T00:00:00,Single-Price,,10000000000,27.000000,30117995000,15042095000,,,,,,4.945000,4.840000,5.224000,,95.000,0.000,95.000,2013-12-12T14:22:36
912795CV1,1999-08-19T00:00:00,Bill,13-Week,1999,1999-08-19T00:00:00,1999-11-18T00:00:00,,1999-08-19T00:00:00,Single-Price,,8000000000,94.000000,26247211000,12198411000,,,,,,4.680000,4.560000,4.815000,,98.817,0.000,98.817,2013-12-12T14:22:36
912795DH1,1999-08-19T00:00:00,Bill,26-Week,1999,1999-08-19T00:00:00,2000-02-17T00:00:00,,1999-08-19T00:00:00,Single-Price,,8000000000,79.000000,27104252000,12330152000,,,,,,4.900000,4.800000,5.108000,,97.523,0.000,97.523,2013-12-12T14:22:36
912810FJ2,1999-08-16T00:00:00,Bond,30-Year,1999,1999-08-16T00:00:00,2029-08-15T00:00:00,1999-08-15T00:00:00,1999-08-15T00:00:00,Single-Price,,10000000000,68.000000,23333463000,11176260000,,6.125000,6.1440,6.049000,6.113000,,,,,99.741,0.000,99.741,2013-12-12T14:22:36
9128275N8,1999-08-16T00:00:00,Note,10-Year,1999,1999-08-16T00:00:00,2009-08-15T00:00:00,1999-08-15T00:00:00,1999-08-15T00:00:00,Single-Price,,12000000000,58.000000,27571198000,14746238000,,6.000000,6.0850,6.019000,6.070000,,,,,99.370,0.000,99.370,2013-12-12T14:22:36
9128275M0,1999-08-16T00:00:00,Note,5-Year,1999,1999-08-16T00:00:00,2004-08-15T00:00:00,1999-08-15T00:00:00,1999-08-15T00:00:00,Single-Price,,15000000000,71.000000,30787673000,18070773000,,6.000000,6.0140,5.949000,5.990000,,,,,99.940,0.000,99.940,2013-12-12T14:22:36
912795CD1,1999-08-12T00:00:00,Bill,13-Week,1999,1999-08-12T00:00:00,1999-11-12T00:00:00,,1999-08-12T00:00:00,Single-Price,,8000000000,31.000000,26195839000,11804839000,,,,,,4.790000,4.670000,4.930000,,98.776,0.000,98.776,2013-12-12T14:22:36
912795DG3,1999-08-12T00:00:00,Bill,26-Week,1999,1999-08-12T00:00:00,2000-02-10T00:00:00,,1999-08-12T00:00:00,Single-Price,,8000000000,22.000000,27021563000,12289063000,,,,,,4.915000,4.810000,5.125000,,97.515,0.000,97.515,2013-12-12T14:22:36
912795CU3,1999-08-05T00:00:00,Bill,13-Week,1999,1999-08-05T00:00:00,1999-11-04T00:00:00,,1999-08-05T00:00:00,Single-Price,,8000000000,95.000000,30095914000,12392414000,,,,,,4.695000,4.590000,4.831000,,98.813,0.000,98.813,2013-12-12T14:22:36
912795DF5,1999-08-05T00:00:00,Bill,26-Week,1999,1999-08-05T00:00:00,2000-02-03T00:00:00,,1999-08-05T00:00:00,Single-Price,,8000000000,59.000000,28081348000,12470298000,,,,,,4.750000,4.630000,4.947000,,97.599,0.000,97.599,2013-12-12T14:22:36
9128275L2,1999-08-02T00:00:00,Note,2-Year,1999,1999-08-02T00:00:00,2001-07-31T00:00:00,1999-07-31T00:00:00,1999-07-31T00:00:00,Single-Price,,15000000000,1.000000,37701473000,20510933000,,5.500000,5.5440,5.488000,5.520000,,,,,99.917,0.000,99.917,2013-12-12T14:22:36
912795CT6,1999-07-29T00:00:00,Bill,13-Week,1999,1999-07-29T00:00:00,1999-10-28T00:00:00,,1999-07-29T00:00:00,Single-Price,,7500000000,1.000000,26736770000,11213770000,,,,,,4.535000,4.450000,4.663000,,98.854,0.000,98.854,2013-12-12T14:22:36
912795DE8,1999-07-29T00:00:00,Bill,26-Week,1999,1999-07-29T00:00:00,2000-01-27T00:00:00,,1999-07-29T00:00:00,Single-Price,,7500000000,69.000000,26777502000,11540202000,,,,,,4.520000,4.420000,4.703000,,97.715,0.000,97.715,2013-12-12T14:22:36
912795ED9,1999-07-22T00:00:00,Bill,52-Week,1999,1999-07-22T00:00:00,2000-07-20T00:00:00,,1999-07-22T00:00:00,Single-Price,,10000000000,35.000000,39109292000,15368822000,,,,,,4.710000,4.630000,4.966000,,95.238,0.000,95.238,2013-12-12T14:22:36
